Nama Tempat,Lokasi,Kategori,Rating,Jumlah Review,Harga Tiket,Pengikut IG,Fasilitas,Review
Sans Hotel Bougenville Lampung,Bandar Lampung,Hotel,4.4,140,178000,4964,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
Grand Anugerah Hotel,Bandar Lampung,Hotel,4.4,3268,475000,7033,"Spa, Parkir gratis, AC, Sarapan",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
RedDoorz Plus @ Jalan Raden Intan Lampung,Bandar Lampung,Hotel,4,76,173000,3171,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi",Pelayanan prima dari check-in hingga check-out. Kamar luas dan terawat. Kolam renangnya bersih. Sarapan bufetnya memuaskan. Harga sepadan dengan fasilitas. Recommended untuk keluarga!
Hotel Bong Gajah Lampung (Urbanview Hotels),Bandar Lampung,Hotel,4.6,160,183000,3651,"Rooftop pool, gym, spa, Wi-Fi, parkir basement, restoran, bar, meeting room, antar-jemput bandara, loker","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
RedDoorz Plus @ Jalan Raden Intan Lampung,Bandar Lampung,Hotel,4,76,173000,3336,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
Hotel Bong Gajah Lampung (Urbanview Hotels),Bandar Lampung,Hotel,4.6,160,183000,4343,"Fasilitas lengkap: kolam renang, sarapan, parkir, gym, spa, Wi-Fi, meeting room, ballroom, bar, concierge 24 jam","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
Urbanview Hotel AnD Lampung by RedDoorz,Bandar Lampung,Hotel,4.1,43,222000,2517,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
Hexton Hotel Lampung,Bandar Lampung,Hotel,4.8,110,346000,11565,"Fasilitas lengkap: kolam renang, sarapan, parkir, gym, spa, Wi-Fi, meeting room, ballroom, bar, concierge 24 jam","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
ROSA HOSTEL,Bandar Lampung,Hotel,4.6,197,223000,8183,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
"Hotel Syariah GS Lampung Culture, Bandar Lampung",Bandar Lampung,Hotel,4.5,291,304000,7272,"Fasilitas lengkap: kolam renang, sarapan, parkir, gym, spa, Wi-Fi, meeting room, ballroom, bar, concierge 24 jam","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
Grand Citihub Hotel @Kartini,Bandar Lampung,Hotel,4.2,1848,284000,1636,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Tempatnya nyaman dan tenang. Jauh dari kebisingan kota tapi tetap strategis. Kamar ber-AC dingin, kasur nyaman, toilet bersih. Layanan kamar 24 jam sangat membantu. Sangat puas!"
Sans Stay Eskole Lampung,Bandar Lampung,Hotel,4.1,71,196000,3543,"Kolam renang, Wi-Fi gratis, Parkir gratis, AC",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
Great Cokro Edotel Lampung,Bandar Lampung,Hotel,3.5,4,147000,3733,"Parkir gratis, AC, Sarapan, Wi-Fi","Tempatnya nyaman dan tenang. Jauh dari kebisingan kota tapi tetap strategis. Kamar ber-AC dingin, kasur nyaman, toilet bersih. Layanan kamar 24 jam sangat membantu. Sangat puas!"
Hotel Andalas Permai,Bandar Lampung,Hotel,4.5,1386,231000,8147,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
Bethara Hotel Syariah Lampung,Bandar Lampung,Hotel,4.8,247,218000,6910,"AC, Wi-Fi",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
RedDoorz Plus @ Permata Guesthouse Lampung,Bandar Lampung,Hotel,4.6,138,169000,7351,"Sarapan gratis, Wi-Fi gratis, Parkir gratis, AC","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
KANAJIWA HOTEL BANDAR LAMPUNG,Bandar Lampung,Hotel,3.6,16,132000,2421,"Sarapan gratis, Wi-Fi gratis, Parkir gratis, AC",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
Arinas Hotel,Bandar Lampung,Hotel,4.2,1426,270000,1336,"Wi-Fi gratis, Parkir gratis, AC, Sarapan",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
Chandra Inn,Bandar Lampung,Hotel,4.3,126,330000,3551,"Wi-Fi gratis, AC, TV kabel, minibar, parkir, restoran, layanan kamar 24 jam, lift, akses kartu, CCTV","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
AIDIA Grande Hotel,Bandar Lampung,Hotel,4.8,4761,550000,7915,"Wi-Fi gratis, Parkir gratis, AC, Sarapan","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
Arnes Central Hotel,Bandar Lampung,Hotel,4.2,845,275000,2672,"Wi-Fi gratis, Parkir gratis, AC, Sarapan","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
Grand Elty Krakatoa Resort,Bandar Lampung,Hotel,4.4,5311,1140000,8180,"Kolam renang, Wi-Fi gratis, Parkir gratis, AC",Pelayanan prima dari check-in hingga check-out. Kamar luas dan terawat. Kolam renangnya bersih. Sarapan bufetnya memuaskan. Harga sepadan dengan fasilitas. Recommended untuk keluarga!
Urban Style Hotel Azana Hotels Collection,Bandar Lampung,Hotel,4.5,2741,320000,4188,"Parkir gratis, Sarapan, Wi-Fi, Restoran",Pelayanan prima dari check-in hingga check-out. Kamar luas dan terawat. Kolam renangnya bersih. Sarapan bufetnya memuaskan. Harga sepadan dengan fasilitas. Recommended untuk keluarga!
Lembah Batu Heritage,Bandar Lampung,Hotel,4.7,3388,318000,3152,"Kolam renang, Wi-Fi gratis, Parkir gratis, AC","Tempatnya nyaman dan tenang. Jauh dari kebisingan kota tapi tetap strategis. Kamar ber-AC dingin, kasur nyaman, toilet bersih. Layanan kamar 24 jam sangat membantu. Sangat puas!"
Urbanview Alfiya Hotel Lampung by RedDoorz,Bandar Lampung,Hotel,4.6,125,251000,10508,"Wi-Fi gratis, Parkir gratis, AC, Sarapan",Pelayanan prima dari check-in hingga check-out. Kamar luas dan terawat. Kolam renangnya bersih. Sarapan bufetnya memuaskan. Harga sepadan dengan fasilitas. Recommended untuk keluarga!
Hotel O Teluk Betung Near Water Park Lembah Hijau Formerly Kanajiwa Guesthouse 1,Bandar Lampung,Hotel,4.2,77,108000,3344,"Rooftop pool, gym, spa, Wi-Fi, parkir basement, restoran, bar, meeting room, antar-jemput bandara, loker","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
Reddoorz Plus @ Puncak Mas Cottage Lampung,Bandar Lampung,Hotel,2.1,24,171000,676,"Kolam renang, Wi-Fi gratis, Parkir gratis, AC",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
Bintang Guest House,Bandar Lampung,Hotel,4.7,181,328000,4638,"Fasilitas lengkap: kolam renang, sarapan, parkir, gym, spa, Wi-Fi, meeting room, ballroom, bar, concierge 24 jam","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
The Lavana Villa LDR Bandar Lampung,Bandar Lampung,Hotel,3.8,150,231000,1100,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
Ketje Luxury Capsule Mitra RedDoorz,Bandar Lampung,Hotel,4.7,252,93200,11808,"Wi-Fi, Tempat parkir","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
G Syariah Hotel Bandar Lampung,Bandar Lampung,Hotel,4.3,1367,145000,6492,"Kolam renang, Wi-Fi gratis, Parkir gratis, AC",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
GRAND KUTILANG SYARIAH,Bandar Lampung,Hotel,4.6,472,343000,11288,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
Grand Venetian Hotel,Bandar Lampung,Hotel,4.4,439,446000,7345,"Wi-Fi gratis, Parkir gratis, Sarapan, Wi-Fi",Pelayanan prima dari check-in hingga check-out. Kamar luas dan terawat. Kolam renangnya bersih. Sarapan bufetnya memuaskan. Harga sepadan dengan fasilitas. Recommended untuk keluarga!
Bumi Kedaton Resort,Bandar Lampung,Hotel,4,308,291000,1342,"Wi-Fi gratis, Parkir gratis, Sarapan, Wi-Fi","Tempatnya nyaman dan tenang. Jauh dari kebisingan kota tapi tetap strategis. Kamar ber-AC dingin, kasur nyaman, toilet bersih. Layanan kamar 24 jam sangat membantu. Sangat puas!"
Hotel Omah Akas,Bandar Lampung,Hotel,4.3,490,107000,2229,"Parkir gratis, AC, Sarapan, Wi-Fi","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
Hotel Pelangi,Bandar Lampung,Hotel,4,792,221000,1081,"Kolam renang, Wi-Fi gratis, Parkir gratis, AC","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
Aries Hotel Lampung,Bandar Lampung,Hotel,4.6,138,187000,7002,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
Hani Guesthouse,Bandar Lampung,Hotel,4.2,77,94500000,2313,"Wi-Fi gratis, Parkir gratis, AC, Sarapan","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
Hotel O Teluk Betung Near Water Park Lembah Hijau Formerly Kanajiwa Guesthouse 2,Bandar Lampung,Hotel,3.8,21,93500,1967,"Wi-Fi gratis, Parkir gratis, AC, Sarapan","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
Hotel Aero Guest House,Bandar Lampung,Hotel,4.2,546,162000,1446,"Kolam renang outdoor, jacuzzi, sarapan buffet, Wi-Fi, parkir luas, shuttle bandara, spa, gym, anak bebas biaya","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
Grand Kurnia Hostel,Bandar Lampung,Hotel,4.2,198,126000,2594,"Rooftop pool, gym, spa, Wi-Fi, parkir basement, restoran, bar, meeting room, antar-jemput bandara, loker",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
Reddoorz @ Jalan Diponegoro Bandar Lampung,Bandar Lampung,Hotel,3.7,3,105000,3025,"Kolam renang, Wi-Fi gratis, Parkir gratis, AC","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
Grannyâ€™s Nest Boutique Hotel & Cafe,Bandar Lampung,Hotel,4.9,226,312000,7956,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi",Pelayanan prima dari check-in hingga check-out. Kamar luas dan terawat. Kolam renangnya bersih. Sarapan bufetnya memuaskan. Harga sepadan dengan fasilitas. Recommended untuk keluarga!
Arwana Inn Lampung Mitra RedDoorz,Bandar Lampung,Hotel,4.7,11,116000,11666,"Kolam renang, Wi-Fi gratis, AC, Sarapan",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
Jukung Villa Lampung,Bandar Lampung,Hotel,4.7,105,750000,3128,"Fasilitas lengkap: kolam renang, sarapan, parkir, gym, spa, Wi-Fi, meeting room, ballroom, bar, concierge 24 jam",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
Nuwono Tasya Guesthouse,Bandar Lampung,Hotel,4.3,817,148000,3535,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
Dwipa Wisata Hotel,Bandar Lampung,Hotel,4.2,137,166000,3071,"Wi-Fi gratis, Parkir gratis, AC, Sarapan",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
Hotel Serasi,Bandar Lampung,Hotel,4.3,174,216000,2026,"Sarapan gratis, Wi-Fi gratis, Parkir gratis, AC","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
Hotel O Enggal Near Gor Saburai Formerly Hotel Pelangi,Bandar Lampung,Hotel,3.9,70,75300,3517,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi",Pelayanan prima dari check-in hingga check-out. Kamar luas dan terawat. Kolam renangnya bersih. Sarapan bufetnya memuaskan. Harga sepadan dengan fasilitas. Recommended untuk keluarga!
Wisma Andalas Asri,Bandar Lampung,Hotel,4.3,434,158000,1224,"Wi-Fi gratis, Parkir gratis, AC, Sarapan",Pelayanan prima dari check-in hingga check-out. Kamar luas dan terawat. Kolam renangnya bersih. Sarapan bufetnya memuaskan. Harga sepadan dengan fasilitas. Recommended untuk keluarga!
Kutilang Syariah Guest House Lampung,Bandar Lampung,Hotel,4.2,228,200000,1350,"Kolam renang, spa & sauna, gym, parkir gratis, sarapan gratis, Wi-Fi, layanan kamar 24 jam, restoran, ballroom","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
Hotel O Bandar Lampung Near Teropong Kota Bukit Cindy Formerly Divka Residence,Bandar Lampung,Hotel,3.8,51,79000,1883,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Tempatnya nyaman dan tenang. Jauh dari kebisingan kota tapi tetap strategis. Kamar ber-AC dingin, kasur nyaman, toilet bersih. Layanan kamar 24 jam sangat membantu. Sangat puas!"
RedDoorz @ Kali Balok Lampung,Bandar Lampung,Hotel,4,46,142000,1272,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
Setia Hotel,Bandar Lampung,Hotel,4.5,169,179000,4753,"Rooftop pool, gym, spa, Wi-Fi, parkir basement, restoran, bar, meeting room, antar-jemput bandara, loker",Pelayanan prima dari check-in hingga check-out. Kamar luas dan terawat. Kolam renangnya bersih. Sarapan bufetnya memuaskan. Harga sepadan dengan fasilitas. Recommended untuk keluarga!
Wisma Jannatun Naim Lampung,Bandar Lampung,Hotel,4.8,92,263000,5546,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
RESTU INN,Bandar Lampung,Hotel,4,164,150000,1915,"Wi-Fi gratis, Parkir gratis, AC, Sarapan","Kamarnya bersih dan nyaman. Kasurnya empuk banget, tidur jadi nyenyak. Sarapannya enak dan variatif. Staf sangat ramah dan siap membantu. Lokasi strategis, dekat dengan pusat kota. Pasti balik lagi!"
RedDoorz @ SMK Kridawisata,Bandar Lampung,Hotel,4.1,393,97600,1954,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Hotel yang solid untuk harganya. Tidak ada yang mengecewakan selama menginap. Sarapannya enak, staf ramah, kamar bersih. Wi-Fi lancar untuk kerja. Value for money banget!"
RedDoorz @ Gatot Subroto Lampung,Bandar Lampung,Hotel,3.9,170,123000,3277,"Breakfast gratis, AC, Wi-Fi, parkir, laundri, resepsionis 24 jam, safe deposit box, minibar, TV LED 40 inci",Pelayanan prima dari check-in hingga check-out. Kamar luas dan terawat. Kolam renangnya bersih. Sarapan bufetnya memuaskan. Harga sepadan dengan fasilitas. Recommended untuk keluarga!
Hotel O Kedaton Near Rumah Sakit Advent Bandar Lampung Formerly Hotel Plain C Lake,Bandar Lampung,Hotel,4.6,128,115000,6450,"Wi-Fi gratis, Parkir gratis, AC, Sarapan","Tempatnya nyaman dan tenang. Jauh dari kebisingan kota tapi tetap strategis. Kamar ber-AC dingin, kasur nyaman, toilet bersih. Layanan kamar 24 jam sangat membantu. Sangat puas!"
Hotel Wisata,Bandar Lampung,Hotel,4.3,745,232000,3739,"Rooftop pool, gym, spa, Wi-Fi, parkir basement, restoran, bar, meeting room, antar-jemput bandara, loker","Tempatnya nyaman dan tenang. Jauh dari kebisingan kota tapi tetap strategis. Kamar ber-AC dingin, kasur nyaman, toilet bersih. Layanan kamar 24 jam sangat membantu. Sangat puas!"
RedDoorz @ Kubu Selem Palapa Lampung,Bandar Lampung,Hotel,3.4,8,123000,451,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi","Tempatnya nyaman dan tenang. Jauh dari kebisingan kota tapi tetap strategis. Kamar ber-AC dingin, kasur nyaman, toilet bersih. Layanan kamar 24 jam sangat membantu. Sangat puas!"
Puri Kesumayudha,Bandar Lampung,Hotel,4.4,156,129000,6335,"Wi-Fi gratis, Parkir gratis, AC, Wi-Fi",Pengalaman menginap yang sangat menyenangkan. Kamar bersih dan wangi. Pilihan sarapan bervariasi. Staf responsif dan profesional. Fasilitas lengkap. Akan kembali lagi di kunjungan berikutnya.
Wisma Amandari,Bandar Lampung,Hotel,4.2,335,156000,3615,"Wi-Fi gratis, Parkir gratis, AC, Sarapan",Pelayanan prima dari check-in hingga check-out. Kamar luas dan terawat. Kolam renangnya bersih. Sarapan bufetnya memuaskan. Harga sepadan dengan fasilitas. Recommended untuk keluarga!
